,No,Profile_ID,Date_time,Aspect,X_Coordinate,Y_Coordinate,Elevation,Slope_angle_degrees,RB_score,RB_release_type,RB_height_cm,FL_Grain_size_avg_mm,AL_Grain_size_avg_mm,SNPK_Index,HN24_cm,HN3d_cm,Accumulated_Snow_1d,Accumulated_Snow_3d,Accumulated_Snow_7d,Accumulated_Snow_14d,Wind_Induced_Accumulation_Magnitude_1d,Wind_Induced_Accumulation_Magnitude_3d,Wind_Induced_Accumulation_Magnitude_7d,Wind_Induced_Accumulation_Magnitude_14d,Wind_Induced_Accumulation_Aspect_1d,Wind_Induced_Accumulation_Aspect_3d,Wind_Induced_Accumulation_Aspect_7d,Wind_Induced_Accumulation_Aspect_14d,Average_Temperature_1d,Average_Temperature_3d,Average_Temperature_7d,Average_Temperature_14d,SD_Temperature_1d,SD_Temperature_3d,SD_Temperature_7d,SD_Temperature_14d,Sunshine_Percentage_1d,Sunshine_Percentage_3d,Sunshine_Percentage_7d,Sunshine_Percentage_14d
10,11.0,6845.0,2002-02-12 12:30:00,1.5707963267948966,790950.0,189105.0,2355.0,41.0,2.0,1.0,72.0,0.5,0.25,1.616,2.0,24.0,3.4000000000000004,11.999999999999996,24.20000000000001,0.1,137.42802794752123,537.0316843274114,112.5881217921943,3.2,2.4868041085051673,2.558331488499863,0.560489685566044,0.06981317007977328,-7.1875,-7.460416666666666,-9.353125,-9.472619047619046,1.9801871892191973,1.42720372091475,2.6532979726331054,2.536953295129996,0.12724444444444444,0.13757471064814814,0.09572476851851851,0.24907837301587307
11,12.0,6849.0,2002-02-12 13:10:00,1.1780972450961724,791050.0,189090.0,2350.0,37.0,3.0,1.0,88.0,1.0,1.0,1.885,2.0,24.0,3.4000000000000004,11.999999999999996,24.20000000000001,0.1,137.42802794752123,537.0316843274114,112.5881217921943,3.2,2.4868041085051673,2.558331488499863,0.560489685566044,0.06981317007977328,-7.141666666666666,-7.40625,-9.301041666666666,-9.433928571428572,1.9914854990066142,1.4271540270837189,2.647759521266261,2.5345240221429157,0.12724444444444444,0.13757471064814814,0.09572476851851851,0.24907837301587307
12,13.0,6881.0,2002-02-13 09:40:00,0.0,790220.0,190140.0,2460.0,34.0,5.0,1.0,67.0,1.5,1.0,1.888,0.0,11.0,0.0,17.4,24.800000000000004,0.1,0.0,777.5903416628984,92.76698546890553,5.0,0.0,2.6034452191472273,0.9518208603396233,1.186823891356144,-9.375,-8.05625,-9.379166666666668,-11.092261904761905,2.0538934395117887,1.5835465515263718,2.4199137290697683,2.471562744107667,0.3745125,0.0625,0.1208425925925926,0.23276245039682536
13,14.0,6885.0,2002-02-13 11:00:00,-0.7853981633974483,790420.0,190130.0,2380.0,39.0,5.0,1.0,140.0,1.0,1.0,1.987,1.5,11.5,0.0,15.399999999999997,24.20000000000001,0.1,0.0,674.1798535868658,112.5881217921943,3.2,0.0,2.5437629213301243,0.560489685566044,0.06981317007977328,-9.170833333333333,-7.602083333333333,-8.894791666666666,-9.632738095238096,2.1531532320250015,1.627619274752575,2.487457792994652,2.5827501710318814,0.3743982638888889,0.06362222222222222,0.12674910300925926,0.23354948743386245
14,15.0,6889.0,2002-02-13 12:45:00,3.141592653589793,790685.0,190815.0,2465.0,33.0,2.0,1.0,122.0,0.75,0.25,1.725,0.0,11.0,0.0,17.4,24.800000000000004,0.1,0.0,777.5903416628984,92.76698546890553,5.0,0.0,2.6034452191472273,0.9518208603396233,1.186823891356144,-9.4375,-8.1125,-9.417708333333334,-11.139285714285714,2.0529538633923052,1.583240012180785,2.4219172393034176,2.466664836349786,0.3745125,0.0625,0.1208425925925926,0.23276245039682536
15,16.0,6893.0,2002-02-13 13:45:00,2.748893571891069,790475.0,190665.0,2380.0,36.0,5.0,2.0,66.0,1.0,1.5,2.254,1.5,11.5,0.0,15.399999999999997,24.20000000000001,0.1,0.0,674.1798535868658,112.5881217921943,3.2,0.0,2.5437629213301243,0.560489685566044,0.06981317007977328,-9.170833333333333,-7.602083333333333,-8.894791666666666,-9.632738095238096,2.1531532320250015,1.627619274752575,2.487457792994652,2.5827501710318814,0.3743982638888889,0.06362222222222222,0.12674910300925926,0.23354948743386245
16,17.0,8399.0,2002-02-15 14:50:00,1.5707963267948966,778400.0,184895.0,2505.0,37.0,4.0,1.0,27.0,1.5,1.0,2.02,1.0,1.0,2.5000000000000004,0.0,10.999999999999996,23.3,140.5036372032686,0.0,449.9981862247323,112.99262712627093,-0.6031614450309226,0.0,2.4412935712307413,0.8004992461290841,-8.904166666666667,-10.260416666666666,-8.677083333333334,-9.834523809523809,2.4091274203612043,3.0930766603739963,2.7634257597816085,2.959891325388881,0.0894505787037037,0.37464212962962967,0.16510694444444443,0.2545040013227513
17,18.0,6681.0,2002-02-18 10:45:00,1.9634954084936207,778425.0,184900.0,2500.0,28.0,4.0,1.0,67.0,3.0,1.0,2.271,0.3,0.3,0.0,3.2,3.600000000000001,33.20000000000001,0.0,387.52401255860644,68.95745296392161,362.1978607986858,0.0,-0.49172884903842173,0.03779685962034624,2.218746001293752,-12.329166666666666,-8.152083333333334,-9.15,-9.522619047619047,2.7766854132324696,1.8643337276965597,3.0702991453774113,2.7249941466937604,0.3672091435185185,0.2507682291666667,0.26718995949074076,0.16263797949735448
18,19.0,6937.0,2002-02-26 08:45:00,0.39269908169872414,790380.0,183670.0,2090.0,38.0,4.0,2.0,41.0,2.0,2.0,2.043,12.0,59.0,14.099999999999998,19.599999999999998,24.100000000000005,4.000000000000002,101.04934362571942,492.4215826772718,346.1374912552616,321.7258303003364,2.529164173881567,2.5708902310993866,2.4481174398436134,-0.6193484851785384,-6.504166666666666,-8.083333333333334,-8.924999999999999,-6.225,2.3098050297292017,3.136289536496525,3.8974485581156673,3.5036977899917128,0.1017298611111111,0.08765839120370371,0.16742254050925925,0.2975698082010582
19,20.0,6939.0,2002-02-26 11:00:00,1.5707963267948966,788995.0,183140.0,2480.0,37.0,4.0,1.0,38.0,1.0,1.0,1.882,12.0,59.0,17.8,24.300000000000004,28.099999999999998,9.79999999999999,302.43954427869244,903.135833951667,946.805818758625,655.1103695014607,2.6956008134000755,2.643592642445479,2.578574050873909,-0.3390969630439314,-8.825000000000001,-11.164583333333333,-12.143749999999999,-10.501190476190477,1.4952824366043331,3.1262437241352496,3.3821454573594023,3.0825370236906684,0.0,0.04704467592592593,0.12960593171296295,0.230637996031746
20,21.0,6941.0,2002-02-26 13:30:00,-0.39269908169872414,788370.0,183710.0,2590.0,33.0,2.0,1.0,121.0,0.75,0.25,1.889,6.0,49.5,17.8,24.300000000000004,28.099999999999998,9.79999999999999,302.43954427869244,903.135833951667,946.805818758625,655.1103695014607,2.6956008134000755,2.643592642445479,2.578574050873909,-0.3390969630439314,-9.579166666666666,-11.90625,-12.895833333333334,-11.24702380952381,1.5030343704787923,3.124263743055348,3.388025870362506,3.084594240442692,0.0,0.04704467592592593,0.12960593171296295,0.230637996031746
21,22.0,6942.0,2002-02-26 15:00:00,-0.39269908169872414,788525.0,183650.0,2515.0,35.0,6.0,3.0,53.0,1.0,1.0,1.852,6.0,49.5,17.8,24.300000000000004,28.099999999999998,9.79999999999999,302.43954427869244,903.135833951667,946.805818758625,655.1103695014607,2.6956008134000755,2.643592642445479,2.578574050873909,-0.3390969630439314,-9.079166666666666,-11.40625,-12.395833333333334,-10.74702380952381,1.5030343704787923,3.124263743055348,3.388025870362506,3.084594240442692,0.0,0.04704467592592593,0.12960593171296295,0.230637996031746
22,23.0,6943.0,2002-02-26 16:15:00,1.5707963267948966,790200.0,183250.0,2215.0,35.0,4.0,1.0,42.0,2.0,2.0,1.961,12.0,59.0,16.800000000000004,27.3,26.099999999999987,5.199999999999999,232.3463632539201,765.1749766972466,581.1331573979327,478.62829520996627,2.7163196197926287,2.65023831267578,2.6674466029549033,-0.5763126350467958,-7.029166666666666,-8.9625,-10.118749999999999,-8.494642857142857,1.6543694888981424,3.034386264139752,3.4813884858592963,3.0793937292831965,0.0013033564814814815,0.041666666666666664,0.13307942708333334,0.27830839947089947
23,24.0,6944.0,2002-02-27 10:30:00,-0.7853981633974483,782285.0,175360.0,2710.0,35.0,3.0,2.0,107.0,0.25,0.5,1.63,0.0,2.0,1.4000000000000004,44.800000000000004,35.70000000000002,14.399999999999991,109.22225614984647,838.5452986735471,935.775966108317,394.973270079799,-2.481856138661543,2.6206936160907968,2.8053014268892085,-0.08545853340578724,-9.004166666666668,-12.733333333333334,-13.022916666666667,-12.239880952380954,2.276816841016473,2.9803850481877325,3.6515455751940573,3.032047190494158,0.0061414351851851855,0.020833333333333332,0.0805738136574074,0.21055208333333333
24,25.0,6948.0,2002-02-27 12:00:00,0.0,782320.0,175265.0,2670.0,30.0,4.0,1.0,53.0,1.5,1.0,1.638,0.0,2.0,1.4000000000000004,44.800000000000004,35.70000000000002,14.399999999999991,109.22225614984647,838.5452986735471,935.775966108317,394.973270079799,-2.481856138661543,2.6206936160907968,2.8053014268892085,-0.08545853340578724,-8.75,-12.479166666666666,-12.772916666666667,-11.988690476190476,2.2631259643322514,2.9803582772869617,3.655694308499137,3.0296820171724645,0.0061414351851851855,0.020833333333333332,0.0805738136574074,0.21055208333333333
25,26.0,6952.0,2002-02-27 15:15:00,1.5707963267948966,781115.0,174460.0,2350.0,32.0,3.0,2.0,30.0,2.0,2.0,2.079,0.0,2.0,1.5000000000000002,31.400000000000002,26.500000000000004,8.399999999999999,97.49735210371875,661.477952949834,560.8161723359847,429.014381854371,-2.241451204790764,2.5183524774730532,2.7467083686863303,-0.3311723520332189,-6.0625,-10.141666666666666,-10.477083333333333,-9.538095238095238,3.011256057441522,2.9264627790496704,3.8897295039674784,3.023180098347278,0.05579143518518517,0.07490572916666666,0.13641585648148147,0.29197488425925927
26,27.0,6953.0,2002-02-27 16:15:00,3.141592653589793,781010.0,174855.0,2285.0,25.0,3.0,1.0,42.0,1.5,3.0,2.123,0.0,2.0,1.5000000000000002,31.400000000000002,26.500000000000004,8.399999999999999,97.49735210371875,661.477952949834,560.8161723359847,429.014381854371,-2.241451204790764,2.5183524774730532,2.7467083686863303,-0.3311723520332189,-5.6000000000000005,-9.702083333333333,-10.027083333333334,-9.09047619047619,3.019789799767959,2.9355118139651695,3.8919208940591323,3.024475766823132,0.05579143518518517,0.07490572916666666,0.13641585648148147,0.29197488425925927
27,28.0,6682.0,2002-03-01 11:00:00,1.9634954084936207,778460.0,184935.0,2495.0,29.0,2.0,1.0,90.0,2.0,0.5,2.179,2.0,6.3,3.8000000000000003,6.1000000000000005,36.50000000000001,27.299999999999994,116.3271987536703,383.4722860015258,853.6682484259408,111.41221025835634,-2.1203195275890003,-1.8261686394844154,2.6072205199518224,1.8445732741081027,-8.254166666666666,-6.377083333333334,-11.277083333333332,-10.92797619047619,1.98055309944221,2.3509382086717863,3.9418798391968606,3.00165474513818,0.07329097222222222,0.09315989583333333,0.15222583912037038,0.2379921626984127
28,29.0,9221.0,2002-03-05 11:30:00,1.5707963267948966,680175.0,156545.0,2465.0,35.0,6.0,2.0,68.0,2.0,0.25,1.801,0.0,9.0,0.0,18.800000000000004,14.799999999999997,67.30000000000001,0.0,151.0966996866511,616.9301822065069,2292.7014337510172,0.0,1.4898199145855027,-2.469556643665525,2.702641354010659,-13.095833333333333,-9.368749999999999,-7.596875,-10.49047619047619,2.686112297608259,1.7076992422928752,3.487917584884621,3.39808396338057,0.42370381944444446,0.12063356481481481,0.12872453703703704,0.2018744047619048
29,30.0,9223.0,2002-03-07 10:20:00,1.5707963267948966,694150.0,167400.0,2310.0,36.0,3.0,2.0,48.0,1.0,1.0,2.263,1.0,1.0,1.8000000000000007,0.0,41.90000000000002,51.90000000000002,98.27290101437593,0.0,47.819899795480445,1221.6614762725071,-1.531471658054069,0.0,0.9728969061272628,2.2011742720066816,-4.675,-10.489583333333334,-8.617708333333333,-9.44642857142857,2.3683143886482343,3.2313780462852355,2.59213363819183,3.50320456986749,0.04961539351851852,0.3622978009259259,0.08683541666666666,0.0979548115079365
30,31.0,9227.0,2002-03-07 14:00:00,0.39269908169872414,693460.0,167505.0,2415.0,35.0,5.0,1.0,80.0,0.25,0.25,1.158,1.0,1.0,1.8000000000000007,0.0,41.90000000000002,51.90000000000002,98.27290101437593,0.0,47.819899795480445,1221.6614762725071,-1.531471658054069,0.0,0.9728969061272628,2.2011742720066816,-5.329166666666667,-11.13125,-9.268749999999999,-10.09702380952381,2.3813549607892064,3.240052288125492,2.5977849876587675,3.5060499566935595,0.04961539351851852,0.3622978009259259,0.08683541666666666,0.0979548115079365
31,32.0,9228.0,2002-03-08 10:00:00,3.141592653589793,691225.0,164450.0,2525.0,35.0,6.0,3.0,11.0,2.0,1.0,1.622,0.0,4.5,0.30000000000000004,1.8000000000000007,41.30000000000002,37.90000000000003,24.051967581966,98.27290101437593,99.36344928574896,664.0108345526165,-1.7191688671646017,-1.531471658054069,1.141010115038719,2.881039022511393,-5.0875,-8.5875,-10.680208333333333,-10.39345238095238,1.688661033765072,3.8641629519404246,2.7338663499334137,3.464086747142863,0.36779282407407404,0.1755260416666667,0.10578972800925926,0.1475750496031746
32,33.0,9244.0,2002-03-12 13:30:00,1.5707963267948966,683315.0,158075.0,2475.0,35.0,4.0,1.0,65.0,0.5,0.5,1.917,0.0,3.0,0.0,0.0,3.3000000000000003,33.6,0.0,0.0,28.61995500120944,525.3030368925034,0.0,0.0,-0.2164720941588896,-2.680997986720089,-12.345833333333333,-8.754166666666666,-8.588541666666666,-8.988690476190476,3.6354509518336795,2.8439527731462992,3.5951976679912647,3.5077403818207613,0.44424861111111114,0.38819317129629627,0.2885989872685185,0.16855272817460318
33,34.0,9254.0,2002-03-13 11:30:00,1.1780972450961724,690300.0,159800.0,2710.0,31.0,6.0,3.0,140.0,0.25,0.25,0.951,0.0,0.0,0.0,1.4000000000000004,2.100000000000001,54.6,0.0,277.8013245511621,73.81398571898157,286.1886998758626,0.0,1.7418962957030515,-1.6899345649104507,-1.3889406410732958,-9.029166666666667,-10.220833333333333,-6.987500000000001,-11.26547619047619,3.101118895785375,3.402562134335563,2.4010633609211345,3.105972382772179,0.16562939814814814,0.39305538194444445,0.2470527199074074,0.1531338955026455
34,35.0,9251.0,2002-03-13 14:00:00,1.1780972450961724,689305.0,159015.0,2710.0,36.0,5.0,1.0,52.0,2.0,0.75,1.432,0.0,0.0,0.0,0.0,2.5000000000000013,34.70000000000001,0.0,23.8,186.70620665210927,205.56484223168468,0.0,1.5707963267948966,1.341405604017521,-0.08943109367471723,-9.354166666666666,-10.297916666666667,-7.295833333333333,-10.591071428571428,3.506761068052085,3.6370720971292707,2.699197411577498,3.478020470048586,0.21883749999999996,0.38881857638888895,0.3079314814814815,0.17790047949735452
35,36.0,7001.0,2002-03-18 09:30:00,1.5707963267948966,791260.0,188900.0,2510.0,38.0,5.0,1.0,61.0,0.75,0.5,1.739,0.0,0.0,0.0,0.0,0.30000000000000004,4.9,0.0,0.0,46.07366519827688,228.50619981394408,0.0,0.0,-0.7941404213989753,2.265608391750338,-6.020833333333333,-8.041666666666666,-9.823958333333334,-8.536309523809523,3.0920626528703075,3.0532740246338106,4.083516152369997,3.349598699625301,0.30754432870370374,0.4227284722222222,0.3228098668981481,0.3250680555555555
36,37.0,7003.0,2002-03-18 10:45:00,1.5707963267948966,791175.0,188925.0,2500.0,33.0,6.0,3.0,79.0,0.25,0.5,1.928,0.0,0.0,0.0,0.0,0.30000000000000004,4.9,0.0,0.0,46.07366519827688,228.50619981394408,0.0,0.0,-0.7941404213989753,2.265608391750338,-5.9624999999999995,-7.9875,-9.772916666666667,-8.496428571428572,3.0951311695179804,3.0461433586917948,4.074657988015466,3.351948094883862,0.30754432870370374,0.4227284722222222,0.3228098668981481,0.3250680555555555
37,38.0,7004.0,2002-03-18 12:00:00,1.1780972450961724,790900.0,189080.0,2390.0,34.0,6.0,2.0,84.0,0.25,0.5,1.559,0.0,0.0,0.0,0.0,0.1,5.099999999999998,0.0,0.0,14.4,180.0392923604874,0.0,0.0,-0.7679448708775047,2.1386703259982514,-5.2125,-7.7,-8.801041666666668,-7.759523809523809,3.132204738157953,3.3862048046040285,4.017998841834385,3.2043054511983424,0.31942465277777776,0.43187453703703704,0.348652025462963,0.33211412037037036
38,39.0,7005.0,2002-03-18 13:30:00,1.9634954084936207,791090.0,189110.0,2350.0,35.0,6.0,3.0,62.0,0.5,0.5,1.416,0.0,0.0,0.0,0.0,0.1,5.099999999999998,0.0,0.0,14.4,180.0392923604874,0.0,0.0,-0.7679448708775047,2.1386703259982514,-4.966666666666666,-7.462499999999999,-8.546875,-7.511904761904762,3.126140371638549,3.3888192257305274,4.0233778195624845,3.210495690341561,0.31942465277777776,0.43187453703703704,0.348652025462963,0.33211412037037036
39,40.0,7019.0,2002-03-20 10:50:00,0.7853981633974483,789220.0,183220.0,2390.0,36.0,3.0,1.0,45.0,2.0,1.5,1.877,39.0,41.0,45.2,0.2,0.1,5.099999999999998,384.43256201311596,21.170956487025542,14.4,180.0392923604874,3.0105571268515714,-0.9589422628949564,-0.7679448708775047,2.1386703259982514,-2.9041666666666663,-5.772916666666667,-7.602083333333334,-7.7476190476190485,2.4610848026423433,3.1632692207778597,3.4996234133243136,3.3985899221289837,0.0,0.36804565972222225,0.4043788773148148,0.31370874669312165
40,41.0,7022.0,2002-03-20 13:15:00,1.1780972450961724,788380.0,183800.0,2565.0,38.0,2.0,2.0,123.0,0.75,0.5,1.457,52.0,57.0,50.1,0.5,0.30000000000000004,5.1,402.2083702690421,24.35812228104454,24.865942057902085,248.24513385129342,3.0321761100746483,-1.1991459933415156,-0.8575265324414683,2.2031703763432815,-4.029166666666667,-7.072916666666667,-9.011458333333332,-9.18452380952381,2.503472226409911,3.1058448388676094,3.524407222772338,3.5043170654548508,0.0,0.35964421296296295,0.36804189814814814,0.31009216269841267
41,42.0,7643.0,2002-11-28 09:45:00,0.7853981633974483,788725.0,183275.0,2470.0,35.0,6.0,3.0,101.0,0.5,1.0,0.667,0.0,19.0,1.6,21.8,14.999999999999995,144.20000000000002,92.29499355351693,733.9025775260277,2.2202861814377797,1980.596651421301,-0.6792874674099624,-0.9743009178179609,0.05623939513091558,-1.176925380406643,-2.1791666666666667,-1.3083333333333333,-5.948958333333334,-3.693452380952381,1.7729805822195392,0.5899272704301464,3.199703762329673,3.1644193284616375,0.023170949074074073,0.041666666666666664,0.08293917824074074,0.08055491071428572
42,43.0,7644.0,2002-11-28 11:50:00,2.356194490192345,789000.0,182515.0,2775.0,32.0,6.0,3.0,62.0,0.5,0.5,0.667,2.0,5.0,1.6,21.8,14.999999999999995,144.20000000000002,92.29499355351693,733.9025775260277,2.2202861814377797,1980.596651421301,-0.6792874674099624,-0.9743009178179609,0.05623939513091558,-1.176925380406643,-4.179166666666667,-3.3083333333333336,-7.948958333333333,-5.693452380952381,1.7729805822195395,0.5899272704301464,3.1997037623296736,3.164419328461638,0.023170949074074073,0.041666666666666664,0.08293917824074074,0.08055491071428572
43,44.0,7645.0,2002-12-03 11:45:00,-2.748893571891069,790140.0,187290.0,2630.0,31.0,6.0,3.0,87.0,0.5,0.75,0.5,7.0,11.0,9.799999999999997,2.600000000000001,47.3,27.20000000000001,145.60118473491733,210.1461952212733,408.0354785521915,474.87895927303106,1.8605545251190174,1.8211720253278678,-0.6016559369393949,-0.9328068797543349,-11.654166666666669,-11.302083333333334,-4.1375,-6.65595238095238,1.4788300800961216,2.621392319939055,2.300766462679225,3.4799460106788738,0.0,0.15915659722222222,0.04276435185185185,0.09401956018518519
44,45.0,7646.0,2002-12-05 10:15:00,0.7853981633974483,784420.0,182855.0,2415.0,37.0,6.0,3.0,99.0,0.25,0.25,0.5,0.0,7.0,0.0,14.399999999999993,28.70000000000002,35.60000000000001,0.0,256.05532078825274,238.7584436958549,857.121860254848,0.0,1.5771491611310446,1.5715589629608862,-0.7105122432554809,-13.945833333333335,-10.46875,-7.414583333333334,-3.7863095238095235,1.5550700156659147,1.2867832646614448,3.026444123899815,2.996023823990846,0.14456550925925926,0.0,0.14576316550925925,0.11413583002645504
45,46.0,7228.0,2002-12-11 12:00:00,2.356194490192345,792025.0,183360.0,2580.0,38.0,6.0,3.0,167.0,0.5,0.5,0.5,0.0,0.0,0.0,0.7000000000000001,0.9999999999999999,44.90000000000007,0.0,23.16376507556387,29.44502856631312,605.7435145513426,0.0,-1.0111965432281766,0.7913500567921548,1.7382020116017605,-20.087500000000002,-16.466666666666665,-12.920833333333334,-8.429166666666665,1.3530360385958426,2.079620805588235,1.8837765353373843,3.7996588905625117,0.30932152777777777,0.16150839120370372,0.12912060185185187,0.08489459325396825
46,47.0,7229.0,2002-12-11 14:45:00,2.356194490192345,791700.0,184275.0,2640.0,34.0,4.0,2.0,137.5,0.25,0.25,1.299,2.0,7.5,0.0,0.7000000000000001,0.9999999999999999,44.90000000000007,0.0,23.16376507556387,29.44502856631312,605.7435145513426,0.0,-1.0111965432281766,0.7913500567921548,1.7382020116017605,-20.4875,-16.866666666666667,-13.320833333333333,-8.829166666666666,1.3530360385958422,2.0796208055882355,1.883776535337384,3.7996588905625117,0.30932152777777777,0.16150839120370372,0.12912060185185187,0.08489459325396825
47,48.0,7237.0,2002-12-12 11:40:00,1.5707963267948966,791275.0,187960.0,2895.0,41.0,6.0,3.0,135.0,0.25,0.25,0.667,0.0,3.0,0.0,0.4,0.6,49.90000000000005,0.0,26.643228818652172,22.1929487492427,577.8810334629537,0.0,-0.8258810071510709,1.0209385192449056,1.7846904913222317,-20.529166666666665,-20.60625,-15.497916666666669,-12.263690476190478,1.8378813811055632,2.4278005324844782,2.076635901323741,3.884229215459884,0.3003681712962963,0.17717112268518517,0.17479218749999997,0.09648052248677248
